CGPA,Aptitude,Communication,Projects,Internship,Certifications,Placement
7.47,48,55,9,Yes,8,Yes
4.96,66,95,10,No,5,Yes
6.31,32,63,1,No,2,Yes
6.42,40,71,8,No,5,Yes
7.39,56,58,10,No,5,Yes
8.82,31,75,9,No,5,Yes
7.0,86,97,8,Yes,8,Yes
6.87,68,93,1,No,6,Yes
10.0,78,87,6,Yes,7,Yes
4.66,53,58,5,No,5,Yes
8.35,30,72,1,Yes,6,Yes
6.22,76,86,2,Yes,6,Yes
7.65,90,90,1,Yes,7,Yes
6.13,80,94,7,No,0,Yes
7.61,77,51,5,Yes,4,Yes
6.49,63,74,4,Yes,6,Yes
7.91,66,42,9,No,5,Yes
7.05,82,87,3,Yes,7,Yes
6.63,87,49,0,Yes,2,Yes
5.21,49,54,7,Yes,3,Yes
8.07,55,42,0,No,6,Yes
5.65,100,66,10,Yes,5,Yes
8.99,71,86,0,No,3,Yes
4.73,55,75,3,Yes,7,Yes
8.93,42,90,10,Yes,8,Yes
8.7,34,62,0,Yes,7,Yes
4.68,54,43,2,No,3,No
7.96,74,95,5,No,0,Yes
6.52,91,46,8,Yes,3,Yes
6.29,49,68,1,No,3,Yes
8.39,37,88,10,No,7,Yes
7.31,78,69,8,Yes,5,Yes
5.69,97,42,5,Yes,7,Yes
5.74,75,92,0,No,1,Yes
7.86,63,94,9,Yes,1,Yes
5.75,64,48,3,No,3,Yes
6.88,62,31,5,Yes,4,Yes
4.55,71,60,0,No,3,No
4.96,91,78,1,Yes,4,Yes
8.52,39,30,5,Yes,4,Yes
9.73,61,58,5,Yes,5,Yes
9.45,42,67,8,Yes,7,Yes
9.32,83,85,10,No,8,Yes
8.55,42,93,5,Yes,6,Yes
9.88,64,41,2,Yes,3,Yes
9.11,76,62,2,No,8,Yes
8.51,55,80,9,No,6,Yes
5.45,53,43,7,Yes,2,Yes
5.49,50,42,0,No,6,Yes
4.64,91,37,6,No,2,Yes
9.85,65,73,6,Yes,4,Yes
9.82,48,63,7,Yes,8,Yes
6.41,88,86,10,Yes,6,Yes
7.55,31,92,1,Yes,2,Yes
9.16,93,57,0,Yes,2,Yes
8.53,46,55,8,Yes,7,Yes
6.64,83,42,7,No,6,Yes
6.56,84,79,5,Yes,3,Yes
9.59,52,93,6,No,7,Yes
5.71,87,61,7,Yes,3,Yes
9.04,55,71,3,Yes,0,Yes
7.21,40,94,10,Yes,0,Yes
7.57,88,98,2,Yes,6,Yes
9.31,48,65,6,Yes,0,Yes
5.87,64,39,7,No,3,Yes
6.68,83,91,10,No,5,Yes
6.44,91,64,3,Yes,1,Yes
8.42,97,50,4,Yes,5,Yes
6.75,41,32,2,Yes,3,Yes
9.57,89,68,10,Yes,6,Yes
6.19,34,81,5,No,4,Yes
8.06,55,77,10,Yes,4,Yes
4.73,69,77,2,Yes,1,Yes
8.94,78,31,7,No,2,Yes
4.75,85,50,0,Yes,8,Yes
7.74,78,35,5,Yes,6,Yes
4.85,75,47,10,No,3,Yes
9.24,44,32,9,No,1,Yes
9.59,65,78,4,Yes,7,Yes
8.08,79,49,4,Yes,1,Yes
5.22,75,57,7,No,8,Yes
8.57,100,79,4,Yes,0,Yes
9.43,67,70,0,No,2,Yes
9.14,61,79,5,No,1,Yes
6.41,95,59,2,No,8,Yes
7.79,40,66,5,No,4,Yes
6.27,31,44,4,Yes,8,Yes
8.62,79,48,10,No,4,Yes
8.88,97,53,8,No,6,Yes
7.47,37,91,2,No,8,Yes
7.51,84,58,3,No,1,Yes
7.87,49,31,2,No,5,Yes
7.45,38,63,10,Yes,8,Yes
8.42,49,96,5,No,4,Yes
9.05,71,49,5,Yes,7,Yes
6.44,31,70,9,No,7,Yes
8.47,80,76,6,Yes,2,Yes
8.55,63,100,3,No,8,Yes
4.95,68,81,5,Yes,6,Yes
7.56,88,68,7,No,3,Yes
7.57,64,69,8,No,5,Yes
4.52,30,92,10,Yes,5,Yes
7.56,84,99,6,No,6,Yes
7.37,99,85,10,Yes,6,Yes
4.56,63,100,2,No,7,Yes
7.57,76,50,0,No,2,Yes
6.97,68,30,7,No,2,Yes
9.84,50,67,9,Yes,2,Yes
9.62,93,56,9,Yes,3,Yes
8.78,82,100,8,No,3,Yes
8.41,90,75,7,No,2,Yes
6.6,51,72,7,No,8,Yes
9.11,100,87,5,No,5,Yes
7.33,95,53,6,No,3,Yes
9.68,73,53,3,No,5,Yes
8.08,32,44,1,No,2,Yes
8.57,56,46,3,Yes,1,Yes
7.35,65,52,2,Yes,3,Yes
8.82,78,41,9,Yes,6,Yes
6.53,30,46,3,Yes,5,Yes
4.62,62,96,2,Yes,2,Yes
8.14,80,66,6,No,0,Yes
7.05,92,66,8,Yes,7,Yes
5.71,59,61,8,Yes,5,Yes
9.39,96,68,8,Yes,0,Yes
6.03,55,88,8,Yes,5,Yes
4.96,52,96,4,Yes,8,Yes
5.36,54,58,10,Yes,7,Yes
6.06,64,100,0,Yes,0,Yes
8.0,53,51,0,Yes,3,Yes
6.25,83,79,10,Yes,8,Yes
6.53,48,31,4,Yes,8,Yes
7.62,71,31,9,No,8,Yes
6.76,46,57,0,Yes,4,Yes
5.02,76,47,0,Yes,5,Yes
4.92,90,43,0,Yes,6,Yes
8.63,62,93,7,No,1,Yes
6.25,34,33,0,Yes,2,No
7.36,88,35,7,Yes,2,Yes
5.86,80,78,10,No,3,Yes
5.31,66,37,0,Yes,5,Yes
6.97,47,59,6,Yes,1,Yes
7.77,75,86,4,No,7,Yes
9.81,94,39,3,No,5,Yes
9.94,99,82,10,Yes,6,Yes
5.6,84,44,5,No,3,Yes
9.43,86,30,6,Yes,1,Yes
9.95,73,73,9,No,3,Yes
6.54,55,100,4,Yes,4,Yes
4.91,92,97,2,Yes,2,Yes
6.4,62,87,2,No,0,Yes
9.03,32,36,1,No,8,Yes
7.11,49,71,7,Yes,3,Yes
9.51,90,83,7,Yes,0,Yes
6.81,82,38,2,Yes,5,Yes
5.87,69,94,3,Yes,6,Yes
6.01,40,50,2,No,1,Yes
8.73,36,75,4,Yes,4,Yes
4.97,30,43,10,Yes,1,Yes
7.95,40,79,10,Yes,5,Yes
4.92,73,67,7,No,4,Yes
8.15,36,75,5,Yes,4,Yes
8.14,58,68,10,Yes,7,Yes
8.71,75,95,4,No,5,Yes
7.64,66,99,9,Yes,7,Yes
7.71,71,75,7,Yes,2,Yes
9.23,38,96,3,Yes,5,Yes
6.75,39,89,9,Yes,1,Yes
7.15,61,43,9,No,7,Yes
6.38,80,37,6,Yes,7,Yes
6.42,88,65,1,Yes,2,Yes
7.48,45,62,0,Yes,1,Yes
5.57,57,72,2,No,3,Yes
5.21,60,52,8,No,7,Yes
7.89,43,88,5,No,2,Yes
9.71,32,64,0,Yes,0,Yes
5.31,71,35,3,No,3,Yes
4.72,73,80,10,Yes,5,Yes
5.62,32,100,10,No,0,Yes
9.55,57,52,9,Yes,0,Yes
5.21,92,81,9,Yes,3,Yes
6.91,49,86,6,No,6,Yes
5.46,41,67,6,Yes,6,Yes
7.31,36,30,9,No,7,Yes
8.11,70,92,0,No,6,Yes
6.85,35,35,3,Yes,5,Yes
8.36,88,42,9,No,4,Yes
9.06,32,96,7,Yes,0,Yes
9.1,53,51,4,Yes,6,Yes
7.2,42,94,7,No,3,Yes
8.18,85,75,6,Yes,4,Yes
9.4,37,56,9,Yes,4,Yes
4.93,66,80,1,No,5,Yes
6.67,85,50,0,Yes,5,Yes
5.87,76,46,3,Yes,4,Yes
8.28,76,31,0,Yes,6,Yes
8.14,39,85,5,Yes,6,Yes
6.91,100,68,4,Yes,4,Yes
7.81,50,68,3,No,8,Yes
5.07,65,61,4,Yes,2,Yes
8.18,88,51,4,Yes,0,Yes
5.24,45,88,0,No,5,Yes
8.72,73,98,0,Yes,5,Yes
7.23,73,63,9,Yes,0,Yes
6.15,63,85,2,No,5,Yes
6.93,54,54,2,Yes,2,Yes
4.66,98,65,10,Yes,2,Yes
8.01,62,56,8,No,3,Yes
5.25,38,39,7,No,2,No
9.76,37,97,10,No,0,Yes
7.35,40,47,2,Yes,3,Yes
9.78,43,37,6,Yes,1,Yes
5.94,67,74,4,Yes,5,Yes
5.65,86,77,0,No,8,Yes
5.25,56,67,8,No,6,Yes
5.58,61,56,6,Yes,1,Yes
8.21,60,35,4,No,6,Yes
8.19,76,95,2,No,3,Yes
6.69,32,38,8,Yes,3,Yes
5.44,64,36,7,No,6,Yes
9.45,82,33,3,Yes,2,Yes
7.56,79,44,10,Yes,5,Yes
9.84,81,76,6,No,5,Yes
8.08,45,59,0,Yes,6,Yes
9.43,53,92,4,Yes,3,Yes
8.58,53,58,7,Yes,2,Yes
9.59,83,77,9,Yes,5,Yes
8.09,71,70,6,Yes,5,Yes
8.17,30,73,10,No,4,Yes
4.79,65,60,3,Yes,7,Yes
8.31,49,57,8,Yes,8,Yes
8.82,32,37,8,Yes,2,Yes
9.59,95,90,8,No,1,Yes
9.41,82,61,8,No,8,Yes
5.56,54,84,1,Yes,8,Yes
5.02,56,59,2,No,8,Yes
8.59,37,42,7,Yes,4,Yes
7.76,51,31,10,No,6,Yes
9.45,54,78,6,No,1,Yes
9.52,98,92,0,Yes,7,Yes
7.17,40,95,7,Yes,5,Yes
9.82,41,100,8,Yes,2,Yes
4.52,98,72,9,Yes,5,Yes
4.74,94,69,1,Yes,1,Yes
7.06,53,70,5,No,4,Yes
9.22,72,58,8,Yes,6,Yes
9.44,33,65,10,No,8,Yes
6.21,90,87,0,No,3,Yes
5.15,90,77,5,No,1,Yes
5.71,35,43,8,No,0,Yes
9.27,38,42,0,Yes,0,Yes
5.23,65,50,4,No,6,Yes
6.16,81,57,8,Yes,6,Yes
5.7,39,65,8,No,3,Yes
9.89,90,63,4,No,8,Yes
5.34,92,63,4,Yes,0,Yes
7.51,31,46,6,Yes,0,Yes
9.77,51,53,7,No,4,Yes
5.47,37,60,6,No,2,Yes
6.79,62,70,4,No,2,Yes
7.9,38,35,8,No,8,Yes
8.89,69,37,4,Yes,2,Yes
6.52,67,74,4,No,8,Yes
8.19,91,62,1,Yes,8,Yes
7.69,70,93,8,Yes,2,Yes
6.83,77,84,0,No,7,Yes
9.51,71,67,8,Yes,0,Yes
5.09,82,98,3,Yes,5,Yes
8.03,97,32,7,Yes,1,Yes
5.7,66,81,6,Yes,3,Yes
8.89,77,90,2,Yes,4,Yes
4.92,91,94,8,No,4,Yes
7.88,99,56,6,No,4,Yes
9.29,65,55,8,Yes,5,Yes
8.58,100,76,9,Yes,5,Yes
8.57,91,39,9,No,1,Yes
6.29,73,36,9,Yes,8,Yes
7.51,40,63,10,No,7,Yes
9.22,38,51,7,Yes,2,Yes
7.97,55,53,9,No,5,Yes
7.87,62,79,4,Yes,4,Yes
8.0,80,80,10,No,7,Yes
7.59,33,41,10,Yes,3,Yes
8.04,57,51,8,No,2,Yes
6.41,65,89,6,Yes,3,Yes
9.37,58,85,8,No,1,Yes
7.08,73,63,10,No,4,Yes
7.12,32,39,0,No,0,No
7.37,59,39,4,Yes,4,Yes
6.96,97,70,5,Yes,7,Yes
5.51,48,76,5,Yes,6,Yes
7.56,41,85,3,Yes,7,Yes
8.45,36,43,10,No,1,Yes
8.06,44,71,1,No,7,Yes
9.06,32,65,7,No,6,Yes
6.83,97,62,9,No,4,Yes
9.36,43,52,4,No,1,Yes
6.13,93,56,8,Yes,1,Yes
7.61,92,55,8,No,7,Yes
4.77,91,99,8,No,0,Yes
5.6,69,48,5,No,7,Yes
4.59,91,96,1,Yes,5,Yes
5.03,67,77,4,Yes,2,Yes
5.07,80,54,1,Yes,7,Yes
4.83,52,90,10,No,4,Yes
5.67,34,100,4,No,5,Yes
8.03,39,36,0,No,0,Yes
5.83,70,99,6,No,7,Yes
5.09,96,74,9,No,6,Yes
6.87,92,83,2,Yes,2,Yes
7.63,82,76,8,No,3,Yes
9.78,54,43,8,No,0,Yes
6.79,62,55,6,Yes,5,Yes
8.98,39,50,9,No,3,Yes
6.03,30,77,4,Yes,3,Yes
8.76,59,35,1,Yes,0,Yes
5.55,54,87,0,Yes,5,Yes
7.64,89,39,5,Yes,1,Yes
5.85,69,73,4,No,1,Yes
5.15,49,47,5,No,2,Yes
4.82,52,50,5,No,4,No
8.41,88,96,7,Yes,8,Yes
7.5,52,76,9,No,7,Yes
5.6,72,81,7,No,4,Yes
7.17,90,53,9,Yes,1,Yes
4.56,37,81,3,Yes,5,Yes
8.16,40,83,9,No,7,Yes
7.32,80,67,1,No,2,Yes
6.2,96,56,2,No,7,Yes
9.1,87,46,7,Yes,0,Yes
7.93,45,64,8,No,4,Yes
8.91,68,36,6,Yes,8,Yes
6.87,90,35,3,No,2,Yes
4.74,98,93,0,No,3,Yes
5.08,81,53,8,No,0,Yes
5.61,93,73,1,No,1,Yes
9.23,40,45,2,No,0,Yes
4.58,75,89,4,Yes,8,Yes
8.27,43,95,3,Yes,6,Yes
8.41,45,78,6,Yes,7,Yes
8.99,48,81,5,Yes,3,Yes
4.77,43,78,6,No,2,Yes
5.82,58,44,7,No,4,Yes
7.02,90,68,10,Yes,0,Yes
7.31,34,53,7,Yes,1,Yes
7.9,81,73,8,Yes,7,Yes
7.45,90,84,10,Yes,8,Yes
7.38,77,58,1,Yes,3,Yes
5.25,84,86,4,Yes,0,Yes
5.92,92,77,3,Yes,6,Yes
7.17,47,71,2,No,5,Yes
8.97,39,88,5,No,4,Yes
6.51,94,57,6,No,1,Yes
6.23,41,88,2,No,8,Yes
9.3,82,34,7,Yes,7,Yes
7.63,74,92,8,Yes,3,Yes
9.31,43,47,7,No,7,Yes
6.19,90,63,4,Yes,2,Yes
8.22,46,34,5,No,6,Yes
4.68,96,43,6,Yes,8,Yes
9.17,43,83,1,Yes,0,Yes
9.41,48,85,3,Yes,1,Yes
8.84,36,69,1,No,5,Yes
6.86,32,89,3,No,8,Yes
6.03,65,36,6,Yes,7,Yes
9.69,81,67,6,Yes,3,Yes
4.85,66,32,1,No,7,No
8.63,47,83,10,No,2,Yes
5.48,57,32,1,No,4,Yes
4.71,85,38,4,No,8,Yes
9.29,67,83,2,Yes,1,Yes
7.68,71,53,4,No,8,Yes
8.45,45,90,10,No,3,Yes
6.2,30,78,8,Yes,3,Yes
6.24,46,45,6,No,5,Yes
4.54,77,73,1,Yes,0,Yes
4.9,59,35,3,Yes,1,No
6.27,99,98,8,Yes,0,Yes
6.33,30,74,1,Yes,2,Yes
9.69,43,89,6,No,5,Yes
8.27,82,83,1,No,3,Yes
8.03,86,68,4,Yes,5,Yes
9.77,85,79,3,Yes,8,Yes
9.65,36,84,10,Yes,7,Yes
8.68,44,79,7,Yes,8,Yes
9.55,52,53,1,Yes,4,Yes
9.03,40,92,1,Yes,5,Yes
9.46,58,44,2,Yes,3,Yes
9.36,80,54,7,No,2,Yes
5.63,73,75,5,Yes,5,Yes
6.42,75,94,1,No,2,Yes
9.33,61,74,3,Yes,7,Yes
6.53,95,41,5,Yes,0,Yes
5.98,93,72,6,No,0,Yes
9.6,30,79,7,Yes,1,Yes
6.97,87,98,6,No,6,Yes
5.67,50,64,5,No,5,Yes
7.97,69,46,9,Yes,7,Yes
5.28,100,100,4,Yes,3,Yes
8.33,63,43,6,Yes,8,Yes
5.06,93,62,8,No,5,Yes
8.18,48,73,5,No,5,Yes
9.73,35,100,8,No,7,Yes
7.78,42,77,8,No,2,Yes
8.28,80,90,1,No,1,Yes
4.83,57,38,8,No,2,Yes
5.32,78,84,3,No,5,Yes
4.83,48,57,2,Yes,6,Yes
9.0,50,43,8,No,3,Yes
7.04,86,82,7,No,0,Yes
6.66,88,87,8,Yes,6,Yes
6.78,33,42,1,Yes,5,Yes
8.7,56,30,7,Yes,5,Yes
9.51,36,99,1,No,0,Yes
8.73,61,51,7,Yes,8,Yes
5.3,72,79,2,Yes,8,Yes
6.75,86,71,0,No,3,Yes
4.73,45,62,6,No,6,Yes
4.8,38,69,9,Yes,2,Yes
9.39,50,33,10,No,2,Yes
9.83,38,78,1,No,1,Yes
4.81,55,96,6,Yes,5,Yes
7.68,76,90,4,Yes,1,Yes
6.42,47,98,4,Yes,5,Yes
7.47,95,61,7,No,4,Yes
5.23,76,87,6,No,2,Yes
7.75,32,69,6,Yes,3,Yes
6.23,72,84,3,No,5,Yes
4.91,75,43,4,No,6,Yes
5.23,78,35,3,Yes,4,Yes
8.12,73,73,2,Yes,6,Yes
7.24,73,92,9,No,1,Yes
5.26,85,35,0,No,0,No
6.01,98,90,5,Yes,4,Yes
4.66,89,52,1,Yes,2,Yes
4.94,36,31,2,Yes,7,No
4.7,44,87,2,No,4,No
5.91,93,84,9,No,2,Yes
5.66,65,66,3,No,5,Yes
7.91,46,37,7,No,6,Yes
8.32,74,74,7,Yes,7,Yes
9.43,84,54,0,Yes,0,Yes
6.6,60,64,10,No,2,Yes
6.69,68,86,0,No,3,Yes
8.01,89,46,10,Yes,4,Yes
4.68,45,62,3,No,7,No
8.56,91,100,2,No,0,Yes
6.54,87,34,4,No,5,Yes
6.79,48,32,0,Yes,4,Yes
9.01,93,44,0,Yes,3,Yes
6.4,54,91,1,Yes,8,Yes
4.55,70,55,0,Yes,4,Yes
9.31,47,62,0,No,2,Yes
4.76,76,32,2,No,8,Yes
7.86,58,32,2,Yes,0,Yes
7.39,72,41,10,No,4,Yes
5.67,79,85,10,Yes,6,Yes
8.46,90,30,8,Yes,8,Yes
4.58,39,60,10,No,8,Yes
9.65,52,71,3,No,0,Yes
9.61,88,57,10,No,8,Yes
5.91,30,76,5,Yes,6,Yes
8.3,74,36,5,No,4,Yes
4.51,96,79,5,Yes,3,Yes
8.04,42,73,5,No,1,Yes
6.92,67,89,9,Yes,0,Yes
7.79,100,59,9,Yes,6,Yes
5.34,52,54,10,No,2,Yes
7.95,71,96,2,Yes,6,Yes
7.89,97,46,5,No,8,Yes
5.23,52,94,0,No,3,No
5.04,41,87,3,Yes,3,Yes
7.61,44,98,3,No,0,Yes
5.31,74,97,3,No,6,Yes
5.61,40,89,2,No,2,No
5.79,40,99,6,Yes,7,Yes
7.9,32,81,1,No,1,Yes
8.34,36,67,9,Yes,6,Yes
7.32,93,89,7,Yes,8,Yes
6.0,68,89,8,No,5,Yes
7.86,37,58,3,Yes,2,Yes
6.94,99,77,4,No,2,Yes
9.78,68,84,9,Yes,2,Yes
5.29,70,35,2,Yes,6,Yes
4.65,58,97,2,No,0,No
9.93,42,92,10,Yes,2,Yes
7.94,62,49,6,Yes,0,Yes
4.58,32,93,10,No,0,Yes
6.32,84,74,7,Yes,5,Yes
5.87,96,82,6,Yes,4,Yes
5.32,61,62,2,No,2,No
8.24,49,52,8,No,6,Yes
9.94,96,79,4,Yes,6,Yes
5.14,60,68,4,Yes,3,Yes
6.01,98,95,3,Yes,1,Yes
9.49,64,54,5,No,4,Yes
7.04,66,38,7,Yes,7,Yes
9.28,32,86,7,Yes,5,Yes
9.33,94,70,7,No,5,Yes
5.61,77,92,5,Yes,0,Yes
6.55,32,96,2,No,4,Yes
9.73,88,70,0,Yes,1,Yes
6.24,30,59,7,No,0,Yes
4.51,46,44,9,No,6,Yes
5.75,41,53,10,Yes,2,Yes
5.74,90,34,6,No,4,Yes
4.79,89,69,3,Yes,1,Yes
6.59,86,40,5,No,6,Yes
9.36,85,48,1,Yes,1,Yes
8.18,91,84,5,No,6,Yes
9.6,55,36,6,No,3,Yes
5.2,61,73,8,No,1,Yes
6.8,46,69,2,Yes,5,Yes
8.7,70,53,7,No,2,Yes
9.05,92,56,5,No,1,Yes
7.3,40,40,2,No,2,Yes
5.61,52,91,10,No,8,Yes
9.97,90,59,0,No,6,Yes
6.79,43,83,2,No,2,Yes
6.14,94,48,9,Yes,4,Yes
8.71,64,63,10,No,8,Yes
8.93,71,64,8,No,7,Yes
8.46,36,86,5,Yes,2,Yes
6.83,46,63,5,Yes,7,Yes
5.4,95,63,1,No,6,Yes
7.68,79,97,8,Yes,2,Yes
6.16,58,60,1,No,5,Yes
5.47,75,57,2,Yes,6,Yes
6.59,42,58,3,Yes,6,Yes
5.32,69,32,0,Yes,4,No
8.93,67,44,0,No,4,Yes
9.6,40,94,1,Yes,8,Yes
8.64,95,69,7,No,4,Yes
4.86,51,46,0,Yes,5,Yes
7.65,67,95,7,Yes,1,Yes
6.51,82,57,2,No,2,Yes
5.99,91,34,6,No,0,Yes
7.0,94,73,10,Yes,5,Yes
9.47,49,76,4,No,7,Yes
9.78,71,67,3,Yes,4,Yes
7.68,62,52,2,No,2,Yes
4.88,90,76,10,Yes,2,Yes
5.52,42,69,3,Yes,7,Yes
6.74,72,96,2,No,7,Yes
9.79,30,72,1,Yes,4,Yes
6.17,56,85,7,No,4,Yes
8.92,77,45,3,No,8,Yes
6.25,81,64,6,No,6,Yes
4.51,61,83,2,Yes,8,Yes
6.96,83,83,1,No,0,Yes
9.55,92,70,3,Yes,4,Yes
8.01,52,45,5,No,0,Yes
9.91,43,86,10,No,8,Yes
5.11,74,31,10,Yes,2,Yes
5.17,49,57,4,Yes,7,Yes
4.69,62,74,6,Yes,8,Yes
5.45,71,34,3,No,4,No
9.72,61,50,2,Yes,0,Yes
6.19,90,81,0,Yes,8,Yes
9.2,76,41,10,No,6,Yes
7.91,43,52,5,No,5,Yes
7.54,46,78,0,No,0,Yes
9.76,51,81,10,Yes,3,Yes
4.81,34,94,4,No,2,Yes
4.82,82,85,7,No,2,Yes
8.39,86,79,6,Yes,2,Yes
6.68,38,41,8,Yes,4,Yes
8.25,97,42,5,Yes,2,Yes
5.06,97,77,9,Yes,7,Yes
9.09,98,61,3,Yes,4,Yes
5.33,62,31,6,Yes,1,Yes
5.57,64,56,7,No,6,Yes
8.47,87,79,4,No,4,Yes
6.67,61,77,5,No,0,Yes
7.8,53,59,1,No,5,Yes
5.14,31,72,4,Yes,0,Yes
5.88,96,73,2,No,4,Yes
6.83,87,83,4,No,2,Yes
4.87,75,49,6,Yes,7,Yes
5.64,67,89,0,No,3,Yes
6.41,94,44,8,Yes,1,Yes
6.86,36,59,3,Yes,6,Yes
7.13,88,94,8,Yes,8,Yes
9.54,43,37,8,Yes,6,Yes
8.63,75,30,6,No,5,Yes
8.77,70,48,7,No,1,Yes
6.27,44,49,9,Yes,3,Yes
8.61,69,99,2,Yes,0,Yes
8.6,79,91,5,Yes,4,Yes
4.69,50,54,10,Yes,6,Yes
4.88,62,94,7,No,6,Yes
9.68,72,92,5,Yes,6,Yes
8.13,100,72,5,Yes,5,Yes
4.64,46,38,6,No,3,No
9.52,35,62,10,Yes,1,Yes
6.62,75,67,9,No,1,Yes
5.8,90,60,4,No,0,Yes
6.73,78,70,0,Yes,1,Yes
9.53,34,96,5,Yes,2,Yes
8.38,74,69,2,Yes,6,Yes
8.96,38,72,9,No,3,Yes
7.32,74,99,1,Yes,8,Yes
7.84,100,67,5,Yes,7,Yes
7.68,67,68,5,No,5,Yes
6.98,54,62,6,No,8,Yes
4.79,73,90,2,Yes,4,Yes
5.04,97,82,8,No,3,Yes
4.6,34,32,2,Yes,4,No
8.57,63,42,2,No,2,Yes
5.71,52,72,8,No,4,Yes
8.78,78,50,6,No,7,Yes
5.05,49,51,0,Yes,2,No
6.26,52,34,9,No,2,Yes
5.22,39,93,2,No,7,Yes
4.72,76,91,7,No,0,Yes
9.24,34,97,7,Yes,0,Yes
7.48,94,42,8,No,4,Yes
7.37,78,44,4,Yes,8,Yes
6.86,42,62,9,No,1,Yes
4.75,56,91,8,Yes,0,Yes
8.64,59,80,9,No,3,Yes
5.85,85,39,8,Yes,8,Yes
6.19,35,72,6,No,2,Yes
9.86,32,53,1,Yes,6,Yes
9.26,91,39,0,Yes,5,Yes
9.55,40,35,0,Yes,6,Yes
9.02,97,80,1,No,6,Yes
7.0,62,60,3,No,8,Yes
5.8,43,40,3,No,3,Yes
7.59,76,35,8,No,1,Yes
9.62,66,79,6,No,8,Yes
4.76,42,91,7,No,4,Yes
9.08,83,34,6,No,3,Yes
7.99,37,40,7,Yes,6,Yes
4.65,30,44,5,Yes,3,No
9.14,82,34,4,Yes,1,Yes
9.62,33,71,4,Yes,7,Yes
5.42,58,100,3,Yes,0,Yes
7.24,89,58,0,No,7,Yes
8.83,55,78,4,Yes,3,Yes
5.96,54,63,10,Yes,4,Yes
7.36,100,73,6,Yes,5,Yes
8.65,56,44,0,Yes,1,Yes
5.97,89,51,7,Yes,7,Yes
8.29,50,35,3,Yes,5,Yes
7.3,37,75,1,No,5,Yes
8.5,36,67,9,No,3,Yes
5.33,84,87,1,Yes,3,Yes
7.76,74,46,0,No,2,Yes
8.76,38,78,1,Yes,4,Yes
7.33,51,69,8,No,2,Yes
9.42,42,81,4,No,1,Yes
6.6,59,30,1,Yes,3,Yes
5.1,34,44,2,No,5,No
7.48,97,62,9,Yes,2,Yes
5.06,49,58,5,Yes,5,Yes
8.38,71,81,10,No,2,Yes
5.21,63,49,9,Yes,0,Yes
7.89,36,79,9,No,2,Yes
9.91,55,74,2,No,5,Yes
8.91,57,65,10,No,2,Yes
6.55,75,63,7,Yes,1,Yes
6.67,78,74,10,Yes,0,Yes
6.02,34,41,9,Yes,8,Yes
9.16,90,55,8,Yes,0,Yes
9.36,48,38,10,No,7,Yes
5.0,96,38,4,Yes,2,Yes
5.06,72,94,0,No,7,Yes
7.2,88,82,7,No,7,Yes
8.97,40,89,1,No,4,Yes
7.05,58,88,2,Yes,7,Yes
9.66,77,68,0,No,6,Yes
9.92,91,81,0,Yes,4,Yes
7.64,37,84,4,Yes,3,Yes
5.65,52,40,4,Yes,5,Yes
7.25,96,85,4,Yes,0,Yes
7.13,40,88,0,Yes,3,Yes
8.51,52,53,2,Yes,7,Yes
8.21,47,65,0,Yes,2,Yes
6.67,74,54,6,Yes,5,Yes
5.21,38,68,8,No,7,Yes
5.51,80,86,0,No,8,Yes
5.66,64,56,3,Yes,0,Yes
5.72,96,100,1,No,7,Yes
5.95,97,38,3,No,4,Yes
7.65,44,36,0,No,1,Yes
8.6,89,95,6,No,1,Yes
9.91,89,47,4,No,5,Yes
7.66,64,31,2,Yes,5,Yes
9.97,77,63,4,No,7,Yes
8.39,66,71,7,Yes,6,Yes
9.77,49,94,3,No,4,Yes
7.74,45,68,6,No,1,Yes
7.87,75,88,1,Yes,4,Yes
8.54,32,45,3,Yes,0,Yes
5.11,38,59,1,Yes,6,Yes
7.59,44,82,6,No,3,Yes
4.88,56,40,8,Yes,0,Yes
9.84,45,66,0,Yes,0,Yes
8.25,45,88,4,No,5,Yes
7.32,82,76,5,No,8,Yes
7.64,91,57,10,No,4,Yes
6.77,31,56,2,Yes,2,Yes
6.12,51,62,5,Yes,6,Yes
4.84,98,63,9,No,8,Yes
5.82,58,100,2,No,8,Yes
8.38,95,59,3,No,0,Yes
8.66,84,33,1,No,2,Yes
9.98,97,88,4,Yes,7,Yes
5.52,30,51,2,No,1,No
4.51,84,72,8,No,5,Yes
4.69,82,69,8,No,0,Yes
5.42,41,89,6,Yes,1,Yes
9.09,82,73,1,Yes,5,Yes
8.84,96,70,10,No,0,Yes
4.84,68,30,3,Yes,7,Yes
5.58,80,61,10,No,4,Yes
8.99,68,31,2,Yes,3,Yes
9.14,48,89,2,No,8,Yes
7.35,77,84,7,No,7,Yes
7.88,100,37,0,Yes,6,Yes
8.49,92,80,6,Yes,1,Yes
8.98,86,76,8,Yes,3,Yes
8.25,35,53,0,No,7,Yes
6.63,65,70,6,Yes,1,Yes
5.18,75,50,4,Yes,8,Yes
4.64,50,89,10,No,4,Yes
6.21,87,67,10,Yes,4,Yes
9.1,39,100,8,Yes,2,Yes
9.77,59,57,7,Yes,1,Yes
6.31,62,69,5,Yes,2,Yes
4.55,66,37,9,Yes,5,Yes
7.82,55,37,8,No,6,Yes
4.7,40,62,2,No,8,Yes
8.02,88,55,3,Yes,1,Yes
